TN Code,MC,LC,TN Raise Date,Exchange Type,Organization Name,Organization Type,Business Type,Issue Type,Earliest Start Date,Latest End Date,Internship Focus,Primary fow,Background in primary field of work,secondary fow,Background in secondary field of work,Languages,Skills,Workfield,Master Issues,Sub Issues,Link,entry_id
TN-In-US-MC-2014-2192,UNITED STATES,UNITED STATES,23-04-2014-08:35:05 PM,Global Internship,UCB,Company,Health Care,,06-01-2014,05-31-2015,-,Human Resources," Training and Development, Introductory HR management, Recruitment and Allocation",-,-, English(Excellent),"Windows Operating Systems,Project Management,Presentation skills,PC User Skills,Internet User Skills,SAP",Human Resources,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100248950,3182
TN-In-US-AZ-2014-1240,UNITED STATES,AIESEC ARIZONA STATE,24-04-2014-09:47:22 AM,Global Internship,Valutek,Company,Other,,06-30-2014,06-30-2015,-,Business Administration, International Management,"Finance,Marketing"," International Marketing, Market Research & Evaluation, Import & Export", English(Excellent),"Windows Operating Systems,Project Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills,Material Science","Business Administration,Finance,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100249013,3256
TN-In-US-AZ-2014-1241,UNITED STATES,AIESEC ARIZONA STATE,24-04-2014-10:57:30 PM,Global Internship,Valutek,Company,Other,,06-30-2014,06-30-2015,-,Business Administration, International Management,"Finance,Marketing"," International Marketing, Market Research & Evaluation, Import & Export"," English(Excellent), Portuguese(Basic), Spanish(Native)","Windows Operating Systems,Project Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills,Material Science","Business Administration,Finance,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100249239,3257
TN-In-UY-MC-2014-1215,URUGUAY,URUGUAY,13-03-2014-07:31:38 PM,Global Internship,Greycon,Company,Information Technology (Computer) Software,,04-30-2014,10-29-2015,-,Information Technology, Software Development and Programming,Marketing,-," English(Excellent), Portuguese(Native), Spanish(Good)","Organisational Management,Team Management,Project Management,Training/ Facilitating skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Visual Basic,Client Servicing Skills,.NET","Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100235247,2805
TN-In-UY-MC-2014-1216,URUGUAY,URUGUAY,13-03-2014-08:57:21 PM,Global Internship,PayTrue,Company,Information Technology (Computer) Software,,04-30-2014,10-29-2015,-,Information Technology," Web Development and Management, Software Development and Programming, Systems Analysis and Design",Engineering,-," English(Good), Portuguese(Good), Spanish(Good)","Windows Operating Systems,Java,Oracle,Database Design and Development Tools,Visual Studio,ASP,Javascript,SQL,C#,Client Servicing Skills,Ajax","Information Technology,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100235276,2806
TN-In-VE-UC-2013-1319,VENEZUELA,AIESEC UCAB,27-01-2013-03:35:40 AM,Global Internship,GSK,Company,Pharmaceuticals,,08-31-2013,08-31-2014,Ageing Population,Social Sciences,-,Business Administration," Organisation Management + Planning, Event Management"," English(Good), Spanish(Good)","Team Management,Project Management,PC User Skills,Internet User Skills","Business Administration,Social Sciences",Population Dynamics,Ageing Population,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100160975,445
TN-In-VE-UC-2013-1321,VENEZUELA,AIESEC UCAB,27-01-2013-06:46:25 PM,Global Internship,GSK,Company,Pharmaceuticals,,10-20-2013,10-20-2014,Entrepreneurship,Marketing," Introductory Marketing, Market Research & Evaluation","Business Administration,Economics", Macroeconomics," English(Excellent), Spanish(Good)","PC User Skills,Internet User Skills","Business Administration,Economics,Marketing",Business and Development,Entrepreneurship,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100161007,446
TN-In-VE-UC-2013-1322,VENEZUELA,AIESEC UCAB,27-01-2013-06:50:55 PM,Global Internship,GSK,Company,Pharmaceuticals,,10-20-2013,10-20-2014,Entrepreneurship,Marketing," Introductory Marketing, Product Planning, Development & Control, Market Research & Evaluation",Economics, Macroeconomics," English(Excellent), Spanish(Good)","PC User Skills,Internet User Skills","Economics,Marketing",Business and Development,Entrepreneurship,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100161008,447
TN-In-VE-UT-2013-1284,VENEZUELA,AIESEC UNITEC,16-10-2013-12:29:49 AM,Global Internship,The Language College C.A,Company,,Other,10-14-2013,07-15-2014,-,Teaching & Language Education," Foreign Languages Education, Advanced Teaching, Child (Youth) Education",Business Administration,-," English(Native), Spanish(Good)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Business Administration,Teaching & Language Education",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100208014,1896
TN-In-VE-UT-2013-1285,VENEZUELA,AIESEC UNITEC,16-10-2013-12:29:49 AM,Global Internship,The Language College C.A,Company,,Other,10-14-2013,07-15-2014,-,Teaching & Language Education," Foreign Languages Education, Advanced Teaching, Child (Youth) Education",Business Administration,-," English(Native), Spanish(Good)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Business Administration,Teaching & Language Education",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100208015,1897
TN-In-VE-UT-2013-1286,VENEZUELA,AIESEC UNITEC,16-10-2013-12:29:49 AM,Global Internship,The Language College C.A,Company,,Other,10-14-2013,07-15-2014,-,Teaching & Language Education," Foreign Languages Education, Advanced Teaching, Child (Youth) Education",Business Administration,-," English(Native), Spanish(Good)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Business Administration,Teaching & Language Education",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100208016,1898
TN-In-VE-UT-2013-1287,VENEZUELA,AIESEC UNITEC,16-10-2013-12:45:08 AM,Global Internship,The Language College C.A,Company,,Other,10-14-2013,07-15-2014,-,Teaching & Language Education," Advanced Teaching, Foreign Languages Education",Business Administration,-," Portuguese(Native), Spanish(Basic)","Team Management,Leadership skills,Presentation skills,Language Teaching","Business Administration,Teaching & Language Education",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100208018,1899
TN-In-VE-BQ-2014-1297,VENEZUELA,AIESEC BARQUISIMETO,23-02-2014-04:59:01 PM,Global Internship,Biotel Suites,Company,"Hospitality, Tourism & Leisure",,05-30-2014,05-30-2015,-,Other Technical Subjects,-,-,-, Spanish(Good),"Project Management,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills",Other Technical Subjects,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100230717,2627
TN-In-VE-BQ-2014-1298,VENEZUELA,AIESEC BARQUISIMETO,23-02-2014-05:14:55 PM,Global Internship,Biotel Suites,Company,"Hospitality, Tourism & Leisure",,05-30-2014,05-30-2015,-,Other Technical Subjects,-,-,-, Spanish(Good),"Project Management,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills",Other Technical Subjects,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100230718,2628
TN-In-VE-BQ-2014-1299,VENEZUELA,AIESEC BARQUISIMETO,23-02-2014-05:44:20 PM,Global Internship,Biotel Suites,Company,"Hospitality, Tourism & Leisure",,05-30-2014,05-30-2015,-,Other Technical Subjects,-,-,-, Spanish(Basic),"Organisational Management,Training/ Facilitating skills,Leadership skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills",Other Technical Subjects,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100230719,2629
TN-In-VE-BQ-2014-1300,VENEZUELA,AIESEC BARQUISIMETO,23-02-2014-05:50:33 PM,Global Internship,Biotel Suites,Company,"Hospitality, Tourism & Leisure",,05-30-2014,05-30-2015,-,Other Technical Subjects,-,-,-, Spanish(Basic),"Organisational Management,Training/ Facilitating skills,Leadership skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills",Other Technical Subjects,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100230720,2630
TN-In-VE-BQ-2014-1301,VENEZUELA,AIESEC BARQUISIMETO,23-02-2014-06:49:28 PM,Global Internship,Biotel Suites,Company,"Hospitality, Tourism & Leisure",,05-30-2014,05-30-2015,-,Other Technical Subjects,-,-,-," English(Basic), Spanish(Good)","Training/ Facilitating skills,Presentation skills,PC User Skills,Internet User Skills,Client Servicing Skills",Other Technical Subjects,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100230723,2631
TN-In-VE-MA-2012-1296,VENEZUELA,AIESEC MARACAIBO,08-10-2012-12:54:36 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Language literacy,Teaching & Language Education,-,Cultural Education," International Education, Bilingual and Cross Cultural Education, Introductory Cultural Education"," English(Native), Spanish(Basic)","Team Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Language literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100145168,3403
TN-In-VE-MA-2013-1315,VENEZUELA,AIESEC MARACAIBO,06-03-2013-04:06:07 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Other subjects literacy,Teaching & Language Education,-,Cultural Education," International Education, Bilingual and Cross Cultural Education, Introductory Cultural Education"," English(Native), Spanish(None)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100165370,3404
TN-In-VE-MA-2013-1316,VENEZUELA,AIESEC MARACAIBO,06-03-2013-04:25:15 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Other subjects literacy,Teaching & Language Education,-,Cultural Education," International Education, Bilingual and Cross Cultural Education, Introductory Cultural Education"," English(Native), Spanish(None)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100165372,3405
TN-In-VE-MA-2013-1317,VENEZUELA,AIESEC MARACAIBO,06-03-2013-04:25:15 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Other subjects literacy,Teaching & Language Education,-,Cultural Education," International Education, Bilingual and Cross Cultural Education, Introductory Cultural Education"," English(Native), Spanish(None)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100165373,3406
TN-In-VE-MA-2013-1318,VENEZUELA,AIESEC MARACAIBO,06-03-2013-04:25:15 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Other subjects literacy,Teaching & Language Education,-,Cultural Education," International Education, Bilingual and Cross Cultural Education, Introductory Cultural Education"," English(Native), Spanish(None)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Other subjects literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100165374,3407
TN-In-VE-MA-2013-1320,VENEZUELA,AIESEC MARACAIBO,10-04-2013-04:27:22 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Language literacy,Teaching & Language Education, Advanced Teaching,Cultural Education,-," English(Native), Spanish(Basic)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Language literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100173883,3408
TN-In-VE-MA-2013-1322,VENEZUELA,AIESEC MARACAIBO,10-04-2013-04:36:08 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Language literacy,Teaching & Language Education," Foreign Languages Education, Advanced Teaching, Child (Youth) Education",Cultural Education, Bilingual and Cross Cultural Education," English(Native), Spanish(Basic)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Language literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100173885,3409
TN-In-VE-MA-2013-1323,VENEZUELA,AIESEC MARACAIBO,10-04-2013-04:36:08 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Language literacy,Teaching & Language Education," Foreign Languages Education, Advanced Teaching, Child (Youth) Education",Cultural Education,-," English(Native), Spanish(Basic)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Language literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100173886,3410
TN-In-VE-MA-2013-1325,VENEZUELA,AIESEC MARACAIBO,10-04-2013-04:36:08 AM,Global Internship,CENTRO VENEZOLANO AMERICANO DEL ZULIA (CEVAZ),Educational Institution,Education (Others),,05-31-2014,04-08-2015,Language literacy,Teaching & Language Education, Advanced Teaching,Cultural Education,-," English(Native), Spanish(Basic)","Team Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Language Teaching","Teaching & Language Education,Cultural Education",Literacy,Language literacy,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100173888,3411
